intent,question,response
food_nutrition_query,How much protein is in Iced tea?,"Most foods provide essential nutrients when consumed in balanced amounts. Check nutrition labels for calorie, protein, carb, and fat content. Consider portion sizes and frequency of consumption. Whole foods are generally more nutritious than processed alternatives."
food_nutrition_query,Can I eat Iced tea for weight loss?,"Most foods provide essential nutrients when consumed in balanced amounts. Check nutrition labels for calorie, protein, carb, and fat content. Consider portion sizes and frequency of consumption. Whole foods are generally more nutritious than processed alternatives."
food_nutrition_query,Calories in Raw mango drink (Aam panna)?,"Most foods provide essential nutrients when consumed in balanced amounts. Check nutrition labels for calorie, protein, carb, and fat content. Consider portion sizes and frequency of consumption. Whole foods are generally more nutritious than processed alternatives."
food_nutrition_query,Is Raw mango drink (Aam panna) healthy?,"Most foods provide essential nutrients when consumed in balanced amounts. Check nutrition labels for calorie, protein, carb, and fat content. Consider portion sizes and frequency of consumption. Whole foods are generally more nutritious than processed alternatives."
food_nutrition_query,Nutrition facts of Raw mango drink (Aam panna),"Most foods provide essential nutrients when consumed in balanced amounts. Check nutrition labels for calorie, protein, carb, and fat content. Consider portion sizes and frequency of consumption. Whole foods are generally more nutritious than processed alternatives."
food_nutrition_query,How much protein is in Raw mango drink (Aam panna)?,"Most foods provide essential nutrients when consumed in balanced amounts. Check nutrition labels for calorie, protein, carb, and fat content. Consider portion sizes and frequency of consumption. Whole foods are generally more nutritious than processed alternatives."
food_nutrition_query,Can I eat Raw mango drink (Aam panna) for weight loss?,"Most foods provide essential nutrients when consumed in balanced amounts. Check nutrition labels for calorie, protein, carb, and fat content. Consider portion sizes and frequency of consumption. Whole foods are generally more nutritious than processed alternatives."
food_nutrition_query,Calories in Fruit Punch (with fresh juices)?,"Most foods provide essential nutrients when consumed in balanced amounts. Check nutrition labels for calorie, protein, carb, and fat content. Consider portion sizes and frequency of consumption. Whole foods are generally more nutritious than processed alternatives."
food_nutrition_query,Is Fruit Punch (with fresh juices) healthy?,"Most foods provide essential nutrients when consumed in balanced amounts. Check nutrition labels for calorie, protein, carb, and fat content. Consider portion sizes and frequency of consumption. Whole foods are generally more nutritious than processed alternatives."
food_nutrition_query,Nutrition facts of Fruit Punch (with fresh juices),"Most foods provide essential nutrients when consumed in balanced amounts. Check nutrition labels for calorie, protein, carb, and fat content. Consider portion sizes and frequency of consumption. Whole foods are generally more nutritious than processed alternatives."
food_nutrition_query,How much protein is in Fruit Punch (with fresh juices)?,"Most foods provide essential nutrients when consumed in balanced amounts. Check nutrition labels for calorie, protein, carb, and fat content. Consider portion sizes and frequency of consumption. Whole foods are generally more nutritious than processed alternatives."
food_nutrition_query,Can I eat Fruit Punch (with fresh juices) for weight loss?,"Most foods provide essential nutrients when consumed in balanced amounts. Check nutrition labels for calorie, protein, carb, and fat content. Consider portion sizes and frequency of consumption. Whole foods are generally more nutritious than processed alternatives."
food_nutrition_query,Calories in Fruit Punch (with squashes)?,"Most foods provide essential nutrients when consumed in balanced amounts. Check nutrition labels for calorie, protein, carb, and fat content. Consider portion sizes and frequency of consumption. Whole foods are generally more nutritious than processed alternatives."
food_nutrition_query,Is Fruit Punch (with squashes) healthy?,"Most foods provide essential nutrients when consumed in balanced amounts. Check nutrition labels for calorie, protein, carb, and fat content. Consider portion sizes and frequency of consumption. Whole foods are generally more nutritious than processed alternatives."
food_nutrition_query,Nutrition facts of Fruit Punch (with squashes),"Most foods provide essential nutrients when consumed in balanced amounts. Check nutrition labels for calorie, protein, carb, and fat content. Consider portion sizes and frequency of consumption. Whole foods are generally more nutritious than processed alternatives."
food_nutrition_query,How much protein is in Fruit Punch (with squashes)?,"Most foods provide essential nutrients when consumed in balanced amounts. Check nutrition labels for calorie, protein, carb, and fat content. Consider portion sizes and frequency of consumption. Whole foods are generally more nutritious than processed alternatives."
food_nutrition_query,Can I eat Fruit Punch (with squashes) for weight loss?,"Most foods provide essential nutrients when consumed in balanced amounts. Check nutrition labels for calorie, protein, carb, and fat content. Consider portion sizes and frequency of consumption. Whole foods are generally more nutritious than processed alternatives."
food_nutrition_query,Calories in Lemonade?,"Most foods provide essential nutrients when consumed in balanced amounts. Check nutrition labels for calorie, protein, carb, and fat content. Consider portion sizes and frequency of consumption. Whole foods are generally more nutritious than processed alternatives."
food_nutrition_query,Is Lemonade healthy?,"Most foods provide essential nutrients when consumed in balanced amounts. Check nutrition labels for calorie, protein, carb, and fat content. Consider portion sizes and frequency of consumption. Whole foods are generally more nutritious than processed alternatives."
food_nutrition_query,Nutrition facts of Lemonade,"Most foods provide essential nutrients when consumed in balanced amounts. Check nutrition labels for calorie, protein, carb, and fat content. Consider portion sizes and frequency of consumption. Whole foods are generally more nutritious than processed alternatives."
