intent,question,response,question_normalized,response_length,has_numbers
food_nutrition_query,Nutrition facts of Hot tea (Garam Chai),"For detailed nutritional information about Hot tea (Garam Chai), check our food database which has calories, protein, carbs, fats, fiber, sodium, calcium, iron, and vitamin content per 100g serving. Ask me: 'calories in [food name]' or 'protein in [food name]' for specific data.",nutrition facts of hot tea garam chai,279,True
food_nutrition_query,How much protein is in Hot tea (Garam Chai)?,"For detailed nutritional information about How much protein is in Hot tea (Garam Chai), check our food database which has calories, protein, carbs, fats, fiber, sodium, calcium, iron, and vitamin content per 100g serving. Ask me: 'calories in [food name]' or 'protein in [food name]' for specific data.",how much protein is in hot tea garam chai,302,True
food_nutrition_query,Can I eat Hot tea (Garam Chai) for weight loss?,"For detailed nutritional information about Can I eat Hot tea (Garam Chai) for weight loss, check our food database which has calories, protein, carbs, fats, fiber, sodium, calcium, iron, and vitamin content per 100g serving. Ask me: 'calories in [food name]' or 'protein in [food name]' for specific data.",can i eat hot tea garam chai for weight loss,305,True
food_nutrition_query,Calories in Instant coffee?,"For detailed nutritional information about Instant coffee, check our food database which has calories, protein, carbs, fats, fiber, sodium, calcium, iron, and vitamin content per 100g serving. Ask me: 'calories in [food name]' or 'protein in [food name]' for specific data.",calories in instant coffee,273,True
food_nutrition_query,Is Instant coffee healthy?,"For detailed nutritional information about Instant coffee, check our food database which has calories, protein, carbs, fats, fiber, sodium, calcium, iron, and vitamin content per 100g serving. Ask me: 'calories in [food name]' or 'protein in [food name]' for specific data.",is instant coffee healthy,273,True
food_nutrition_query,Nutrition facts of Instant coffee,"For detailed nutritional information about Instant coffee, check our food database which has calories, protein, carbs, fats, fiber, sodium, calcium, iron, and vitamin content per 100g serving. Ask me: 'calories in [food name]' or 'protein in [food name]' for specific data.",nutrition facts of instant coffee,273,True
food_nutrition_query,How much protein is in Instant coffee?,"For detailed nutritional information about How much protein is in Instant coffee, check our food database which has calories, protein, carbs, fats, fiber, sodium, calcium, iron, and vitamin content per 100g serving. Ask me: 'calories in [food name]' or 'protein in [food name]' for specific data.",how much protein is in instant coffee,296,True
food_nutrition_query,Can I eat Instant coffee for weight loss?,"For detailed nutritional information about Can I eat Instant coffee for weight loss, check our food database which has calories, protein, carbs, fats, fiber, sodium, calcium, iron, and vitamin content per 100g serving. Ask me: 'calories in [food name]' or 'protein in [food name]' for specific data.",can i eat instant coffee for weight loss,299,True
food_nutrition_query,Calories in Espreso coffee?,"For detailed nutritional information about Espreso coffee, check our food database which has calories, protein, carbs, fats, fiber, sodium, calcium, iron, and vitamin content per 100g serving. Ask me: 'calories in [food name]' or 'protein in [food name]' for specific data.",calories in espreso coffee,273,True
food_nutrition_query,Is Espreso coffee healthy?,"For detailed nutritional information about Espreso coffee, check our food database which has calories, protein, carbs, fats, fiber, sodium, calcium, iron, and vitamin content per 100g serving. Ask me: 'calories in [food name]' or 'protein in [food name]' for specific data.",is espreso coffee healthy,273,True
food_nutrition_query,Nutrition facts of Espreso coffee,"For detailed nutritional information about Espreso coffee, check our food database which has calories, protein, carbs, fats, fiber, sodium, calcium, iron, and vitamin content per 100g serving. Ask me: 'calories in [food name]' or 'protein in [food name]' for specific data.",nutrition facts of espreso coffee,273,True
food_nutrition_query,How much protein is in Espreso coffee?,"For detailed nutritional information about How much protein is in Espreso coffee, check our food database which has calories, protein, carbs, fats, fiber, sodium, calcium, iron, and vitamin content per 100g serving. Ask me: 'calories in [food name]' or 'protein in [food name]' for specific data.",how much protein is in espreso coffee,296,True
food_nutrition_query,Can I eat Espreso coffee for weight loss?,"For detailed nutritional information about Can I eat Espreso coffee for weight loss, check our food database which has calories, protein, carbs, fats, fiber, sodium, calcium, iron, and vitamin content per 100g serving. Ask me: 'calories in [food name]' or 'protein in [food name]' for specific data.",can i eat espreso coffee for weight loss,299,True
food_nutrition_query,Calories in Iced tea?,"For detailed nutritional information about Iced tea, check our food database which has calories, protein, carbs, fats, fiber, sodium, calcium, iron, and vitamin content per 100g serving. Ask me: 'calories in [food name]' or 'protein in [food name]' for specific data.",calories in iced tea,267,True
food_nutrition_query,Is Iced tea healthy?,"For detailed nutritional information about Iced tea, check our food database which has calories, protein, carbs, fats, fiber, sodium, calcium, iron, and vitamin content per 100g serving. Ask me: 'calories in [food name]' or 'protein in [food name]' for specific data.",is iced tea healthy,267,True
food_nutrition_query,Nutrition facts of Iced tea,"For detailed nutritional information about Iced tea, check our food database which has calories, protein, carbs, fats, fiber, sodium, calcium, iron, and vitamin content per 100g serving. Ask me: 'calories in [food name]' or 'protein in [food name]' for specific data.",nutrition facts of iced tea,267,True
food_nutrition_query,How much protein is in Iced tea?,"For detailed nutritional information about How much protein is in Iced tea, check our food database which has calories, protein, carbs, fats, fiber, sodium, calcium, iron, and vitamin content per 100g serving. Ask me: 'calories in [food name]' or 'protein in [food name]' for specific data.",how much protein is in iced tea,290,True
